transaction_id,account_id,date,region,txn_type,merchant,amount
3896,100390,2024-06-23,North,Deposit,—,70.34
2992,100223,2024-06-24,East,Transfer,—,137.25
1465,100336,2024-06-24,West,Withdrawal,—,-79.14
1607,100374,2024-06-24,North,Fee,—,-85.81
2087,100220,2024-06-24,East,Deposit,—,70.25
3395,100066,2024-06-24,East,Online,Target,-104.9
1611,100400,2024-06-24,North,Deposit,—,76.93
3053,100326,2024-06-24,West,Transfer,—,-24.1
372,100282,2024-06-24,North,Withdrawal,—,-104.81
307,100161,2024-06-24,South,Withdrawal,—,-31.58
1206,100190,2024-06-25,North,Transfer,—,-60.24
3296,100151,2024-06-25,East,Withdrawal,—,-20.98
1518,100190,2024-06-25,South,Withdrawal,—,-59.35
568,100492,2024-06-25,East,Deposit,—,259.58
1196,100047,2024-06-25,East,Deposit,—,252.38
728,100335,2024-06-25,South,Transfer,—,224.13
1567,100387,2024-06-25,South,Transfer,—,-43.62
544,100418,2024-06-25,West,Transfer,—,-51.03
1918,100468,2024-06-25,North,Deposit,—,21.94
3237,100102,2024-06-25,North,Transfer,—,42.9
2902,100180,2024-06-25,North,Deposit,—,36.87
3708,100184,2024-06-25,South,Withdrawal,—,-121.77
737,100034,2024-06-25,East,POS,BestBuy,-28.97
2462,100302,2024-06-26,West,Withdrawal,—,-36.37
3658,100013,2024-06-26,South,POS,Walmart,-66.64
506,100047,2024-06-26,North,Withdrawal,—,-211.97
2862,100291,2024-06-26,East,Withdrawal,—,-125.88
1853,100302,2024-06-26,North,POS,Airbnb,-169.56
2036,100453,2024-06-26,South,Transfer,—,-171.57
1573,100432,2024-06-26,East,Withdrawal,—,-92.91
2437,100282,2024-06-26,South,POS,BestBuy,-273.31
1003,100214,2024-06-26,North,Transfer,—,17.29
2887,100431,2024-06-26,North,Deposit,—,50.24
1249,100192,2024-06-26,South,Fee,—,-88.06
2961,100185,2024-06-26,East,Transfer,—,-93.99
696,100451,2024-06-26,West,POS,Netflix,-166.01
2019,100415,2024-06-27,North,Deposit,—,101.67
1076,100462,2024-06-27,East,Online,Airbnb,-77.47
1809,100339,2024-06-27,West,POS,Starbucks,-44.36
3520,100173,2024-06-27,West,Withdrawal,—,-39.84
138,100023,2024-06-27,East,Transfer,—,74.18
509,100247,2024-06-27,South,Transfer,—,-73.34
1188,100018,2024-06-27,West,Withdrawal,—,-105.11
3201,100015,2024-06-27,East,Deposit,—,48.35
1060,100128,2024-06-27,East,Transfer,—,-298.02
3712,100099,2024-06-27,North,Deposit,—,31.09
406,100013,2024-06-28,West,Withdrawal,—,-31.2
936,100233,2024-06-28,North,Deposit,—,39.48
3045,100015,2024-06-28,North,Withdrawal,—,-85.15
2358,100289,2024-06-28,North,Withdrawal,—,-41.78
1192,100060,2024-06-28,West,Withdrawal,—,-103.92
880,100311,2024-06-28,North,Withdrawal,—,-85.92
490,100442,2024-06-28,North,Withdrawal,—,-81.13
195,100111,2024-06-28,South,Withdrawal,—,-86.45
588,100433,2024-06-29,East,Withdrawal,—,-84.92
3825,100438,2024-06-29,West,Deposit,—,178.33
2595,100354,2024-06-29,North,Transfer,—,-79.41
342,100427,2024-06-29,West,Deposit,—,40.38
2023,100359,2024-06-29,North,Withdrawal,—,-60.87
3890,100191,2024-06-29,West,POS,Netflix,-43.07
1772,100374,2024-06-29,East,Withdrawal,—,-101.98
1373,100386,2024-06-29,West,Withdrawal,—,-76.29
1645,100307,2024-06-29,North,Withdrawal,—,-66.21
2489,100175,2024-06-29,North,Deposit,—,70.04
1163,100461,2024-06-30,East,POS,HomeDepot,-149.0
1275,100165,2024-06-30,West,Deposit,—,116.87
1189,100170,2024-06-30,North,POS,Lyft,-35.37
632,100337,2024-06-30,South,Withdrawal,—,-67.61
2825,100336,2024-06-30,West,POS,BestBuy,-37.79
2845,100003,2024-06-30,South,Deposit,—,76.8
3807,100127,2024-06-30,East,Withdrawal,—,-123.54
3266,100076,2024-07-01,West,Refund,—,127.51
2475,100161,2024-07-01,West,Transfer,—,65.39
1886,100348,2024-07-01,North,Withdrawal,—,-203.68
3510,100005,2024-07-01,West,POS,Delta,-145.04
2498,100407,2024-07-01,East,Transfer,—,-170.88
1483,100326,2024-07-01,South,Fee,—,-27.46
2605,100396,2024-07-01,East,Transfer,—,-99.18
2763,100117,2024-07-01,East,POS,Costco,-58.52
554,100378,2024-07-01,North,Withdrawal,—,-93.17
826,100353,2024-07-01,South,POS,Shell,-162.48
3161,100427,2024-07-01,South,Online,Netflix,-22.18
3648,100348,2024-07-01,West,Deposit,—,68.09
2761,100088,2024-07-01,East,Transfer,—,71.31
3496,100079,2024-07-02,East,Withdrawal,—,-280.75
1103,100119,2024-07-02,East,Deposit,—,42.22
3953,100129,2024-07-02,North,Refund,—,242.86
2657,100160,2024-07-02,West,Deposit,—,113.61
224,100008,2024-07-02,South,Withdrawal,—,-315.67
3563,100236,2024-07-02,North,Online,Uber,-109.65
810,100071,2024-07-02,West,Deposit,—,190.43
2854,100177,2024-07-02,West,Deposit,—,14.86
831,100417,2024-07-02,West,Deposit,—,27.44
3623,100263,2024-07-02,East,Transfer,—,-130.06
2035,100140,2024-07-02,South,POS,Lyft,-61.88
2032,100354,2024-07-03,North,Deposit,—,32.68
1510,100131,2024-07-03,East,Withdrawal,—,-223.57
467,100437,2024-07-03,West,Deposit,—,36.38
590,100317,2024-07-04,West,POS,Delta,-116.84
397,100166,2024-07-04,South,Withdrawal,—,-132.63
2708,100434,2024-07-04,South,Deposit,—,180.42
2672,100274,2024-07-04,South,Fee,—,-36.86
1930,100039,2024-07-04,South,Withdrawal,—,-15.29
3713,100341,2024-07-04,North,Transfer,—,-104.7
2736,100051,2024-07-04,East,Deposit,—,61.39
1621,100268,2024-07-04,North,POS,Uber,-84.38
694,100082,2024-07-04,South,Withdrawal,—,-107.44
3823,100318,2024-07-04,East,Refund,—,304.46
3987,100179,2024-07-05,West,Withdrawal,—,-128.5
893,100412,2024-07-05,North,POS,Uber,-190.68
1531,100405,2024-07-05,North,POS,Apple,-241.31
155,100180,2024-07-05,West,Deposit,—,135.16
237,100404,2024-07-05,West,Withdrawal,—,-53.97
205,100227,2024-07-05,South,Deposit,—,103.59
3827,100098,2024-07-05,West,Transfer,—,183.3
566,100433,2024-07-05,West,POS,Airbnb,-23.8
1383,100394,2024-07-05,West,Deposit,—,34.07
3955,100377,2024-07-05,South,Withdrawal,—,-22.64
345,100375,2024-07-06,East,Deposit,—,76.06
2258,100252,2024-07-06,North,POS,Netflix,-61.26
2494,100320,2024-07-06,West,Deposit,—,130.23
1680,100415,2024-07-06,West,Online,Shell,-292.63
3620,100049,2024-07-06,North,Deposit,—,151.85
1477,100446,2024-07-06,East,POS,Costco,-117.12
1650,100043,2024-07-06,East,Withdrawal,—,-40.34
33,100092,2024-07-06,West,Fee,—,-87.01
2744,100323,2024-07-06,South,POS,Amazon,-106.84
90,100281,2024-07-06,South,Withdrawal,—,-134.07
1288,100291,2024-07-06,South,Transfer,—,57.95
3605,100094,2024-07-06,West,POS,Amazon,-119.08
3586,100382,2024-07-06,East,Deposit,—,55.81
3900,100107,2024-07-06,South,Withdrawal,—,-99.37
1868,100137,2024-07-06,South,Withdrawal,—,-84.68
3359,100380,2024-07-06,North,Withdrawal,—,-117.71
2723,100447,2024-07-06,West,Transfer,—,-60.39
3812,100327,2024-07-06,North,Deposit,—,222.7
2829,100329,2024-07-06,West,Deposit,—,81.87
3544,100178,2024-07-07,East,Deposit,—,152.66
1211,100267,2024-07-07,West,Fee,—,-151.33
6,100359,2024-07-07,South,Deposit,—,110.2
3239,100346,2024-07-07,North,Withdrawal,—,-140.6
2655,100111,2024-07-07,East,Withdrawal,—,-133.76
457,100426,2024-07-07,West,Deposit,—,37.33
3026,100395,2024-07-07,East,Withdrawal,—,-121.81
2586,100103,2024-07-08,West,Refund,—,96.26
2359,100076,2024-07-08,East,Deposit,—,241.63
1364,100049,2024-07-08,South,Withdrawal,—,-82.51
80,100220,2024-07-08,West,Deposit,—,250.07
3242,100465,2024-07-08,South,Deposit,—,155.89
35,100240,2024-07-08,West,Withdrawal,—,-114.31
2445,100181,2024-07-08,North,Withdrawal,—,-86.93
3043,100135,2024-07-08,North,Withdrawal,—,-46.71
550,100366,2024-07-08,North,Withdrawal,—,-111.68
399,100288,2024-07-08,East,POS,Airbnb,-88.56
174,100383,2024-07-08,West,Deposit,—,15.06
651,100017,2024-07-08,East,Transfer,—,212.52
3107,100159,2024-07-08,North,Withdrawal,—,-50.0
2495,100434,2024-07-09,South,Refund,—,141.81
2659,100187,2024-07-09,East,Transfer,—,231.28
1648,100366,2024-07-09,East,Withdrawal,—,-50.05
3663,100208,2024-07-09,East,Withdrawal,—,-122.22
3594,100371,2024-07-09,South,Transfer,—,-91.85
652,100353,2024-07-09,North,Online,Target,-32.79
3082,100424,2024-07-09,West,Withdrawal,—,-64.62
3076,100464,2024-07-09,North,Deposit,—,63.04
347,100370,2024-07-09,North,Deposit,—,40.0
2465,100207,2024-07-09,North,Transfer,—,-45.03
69,100202,2024-07-09,South,Withdrawal,—,-22.18
3250,100049,2024-07-10,West,Online,Netflix,-76.04
458,100438,2024-07-10,East,Deposit,—,39.68
2928,100032,2024-07-10,East,Deposit,—,43.66
542,100053,2024-07-10,West,Withdrawal,—,-192.18
2081,100457,2024-07-10,South,Deposit,—,23.38
702,100282,2024-07-10,East,Transfer,—,94.09
328,100239,2024-07-10,South,Withdrawal,—,-50.31
2810,100434,2024-07-10,North,Transfer,—,-108.66
905,100056,2024-07-10,North,Transfer,—,95.9
22,100227,2024-07-10,South,POS,BestBuy,-273.05
788,100121,2024-07-10,North,Deposit,—,99.9
1708,100103,2024-07-10,East,Withdrawal,—,-99.82
1699,100226,2024-07-10,West,Online,Delta,-27.82
2516,100109,2024-07-10,East,Refund,—,107.37
2756,100308,2024-07-10,West,Withdrawal,—,-19.85
3269,100147,2024-07-10,West,Withdrawal,—,-35.01
3517,100408,2024-07-10,East,Withdrawal,—,-79.96
1371,100484,2024-07-11,East,Transfer,—,-134.19
1702,100343,2024-07-11,North,Deposit,—,149.65
1526,100130,2024-07-11,South,Withdrawal,—,-86.37
3384,100257,2024-07-11,East,Transfer,—,-235.43
2056,100236,2024-07-11,East,Withdrawal,—,-325.73
613,100090,2024-07-12,North,Transfer,—,109.87
975,100249,2024-07-12,South,Deposit,—,132.52
3559,100034,2024-07-12,East,Withdrawal,—,-91.72
1832,100480,2024-07-12,South,Fee,—,-76.06
293,100351,2024-07-12,North,Withdrawal,—,-45.95
3593,100002,2024-07-12,West,Withdrawal,—,-46.83
1232,100074,2024-07-12,North,Withdrawal,—,-38.21
3210,100438,2024-07-12,North,Deposit,—,34.53
1594,100263,2024-07-13,West,Online,Uber,-451.47
3363,100003,2024-07-13,North,Withdrawal,—,-85.35
835,100204,2024-07-13,North,Withdrawal,—,-162.31
833,100431,2024-07-13,North,Transfer,—,-53.17
304,100313,2024-07-13,South,Deposit,—,59.7
3859,100402,2024-07-13,South,Withdrawal,—,-138.04
1295,100298,2024-07-13,East,Deposit,—,73.51
1974,100244,2024-07-13,West,Deposit,—,16.12
1737,100227,2024-07-13,North,Withdrawal,—,-78.73
2277,100269,2024-07-14,North,Deposit,—,116.38
2889,100488,2024-07-14,North,POS,Target,-23.71
3428,100156,2024-07-14,South,Withdrawal,—,-78.2
1694,100498,2024-07-14,South,Withdrawal,—,-176.67
1088,100160,2024-07-14,West,Deposit,—,109.06
2501,100158,2024-07-14,West,POS,Amazon,-171.63
418,100201,2024-07-14,West,Withdrawal,—,-136.06
2861,100466,2024-07-14,East,POS,Apple,-93.67
3381,100078,2024-07-14,North,POS,Apple,-98.53
3150,100438,2024-07-14,East,Transfer,—,-114.04
2361,100136,2024-07-14,South,Fee,—,-112.92
533,100415,2024-07-14,East,Withdrawal,—,-11.0
3021,100347,2024-07-14,East,Online,Google,-176.93
743,100425,2024-07-15,East,Withdrawal,—,-106.04
713,100152,2024-07-15,South,Transfer,—,-82.65
1292,100455,2024-07-15,South,Transfer,—,29.56
2962,100416,2024-07-15,West,Transfer,—,-20.23
220,100442,2024-07-16,East,Withdrawal,—,-70.59
182,100498,2024-07-16,East,Withdrawal,—,-162.01
231,100323,2024-07-16,South,Online,Costco,-87.35
2905,100252,2024-07-16,East,Withdrawal,—,-106.92
1073,100073,2024-07-16,West,Deposit,—,113.51
1534,100199,2024-07-16,West,POS,Costco,-77.96
3709,100321,2024-07-16,South,Deposit,—,79.57
1443,100438,2024-07-16,East,POS,Lyft,-342.36
2780,100428,2024-07-16,South,Withdrawal,—,-71.37
2775,100010,2024-07-16,South,Withdrawal,—,-58.34
946,100438,2024-07-16,South,Transfer,—,-114.12
1193,100426,2024-07-16,South,POS,Amazon,-42.97
2798,100347,2024-07-16,South,Withdrawal,—,-35.37
2014,100418,2024-07-16,East,Withdrawal,—,-132.65
3883,100167,2024-07-17,East,Withdrawal,—,-254.17
1770,100286,2024-07-17,West,Withdrawal,—,-159.34
2871,100145,2024-07-17,West,Withdrawal,—,-29.19
247,100488,2024-07-17,North,Deposit,—,217.66
1456,100423,2024-07-17,South,Transfer,—,-261.16
2112,100095,2024-07-17,East,Withdrawal,—,-133.34
1544,100386,2024-07-17,North,Online,Apple,-39.83
1444,100105,2024-07-18,South,POS,Shell,-103.97
2546,100194,2024-07-18,North,Fee,—,-175.15
2288,100227,2024-07-18,South,Deposit,—,61.34
1129,100026,2024-07-18,East,Transfer,—,296.2
2536,100355,2024-07-18,South,Withdrawal,—,-63.95
3177,100443,2024-07-19,North,Deposit,—,138.43
112,100391,2024-07-19,North,Withdrawal,—,-75.73
3123,100005,2024-07-19,North,POS,Uber,-109.11
3324,100181,2024-07-19,North,Withdrawal,—,-88.64
3588,100226,2024-07-19,West,Deposit,—,157.21
1325,100418,2024-07-19,East,Fee,—,-38.53
235,100152,2024-07-19,West,Withdrawal,—,-161.94
3069,100199,2024-07-19,West,Transfer,—,-70.92
1404,100222,2024-07-19,South,Transfer,—,-95.17
3730,100215,2024-07-19,North,Deposit,—,145.38
1407,100165,2024-07-19,East,Deposit,—,137.92
704,100233,2024-07-19,South,Withdrawal,—,-113.28
3430,100473,2024-07-19,East,Refund,—,162.24
73,100377,2024-07-20,South,Deposit,—,191.51
3389,100108,2024-07-20,South,Withdrawal,—,-12.36
3317,100225,2024-07-20,North,Deposit,—,63.3
635,100340,2024-07-20,South,Transfer,—,-183.92
908,100434,2024-07-20,North,Withdrawal,—,-40.13
2224,100440,2024-07-20,East,Deposit,—,225.97
1309,100429,2024-07-20,South,POS,Delta,-158.84
751,100312,2024-07-20,North,Deposit,—,51.84
1899,100107,2024-07-20,North,POS,Airbnb,-80.64
1821,100157,2024-07-20,South,Fee,—,-91.5
3927,100057,2024-07-20,North,Deposit,—,185.53
2720,100097,2024-07-20,West,Withdrawal,—,-147.89
1171,100206,2024-07-20,North,POS,Netflix,-237.87
3516,100125,2024-07-21,East,Deposit,—,86.43
2868,100031,2024-07-21,South,Withdrawal,—,-80.37
3144,100075,2024-07-21,East,Transfer,—,-115.13
2635,100053,2024-07-21,East,Deposit,—,163.27
977,100356,2024-07-21,West,Deposit,—,162.95
666,100087,2024-07-21,North,Deposit,—,221.15
2154,100269,2024-07-21,South,POS,Airbnb,-139.43
2531,100021,2024-07-21,South,POS,Apple,-213.49
223,100253,2024-07-21,North,Deposit,—,159.22
1850,100362,2024-07-22,South,Transfer,—,268.99
1711,100155,2024-07-22,North,Withdrawal,—,-92.94
3677,100271,2024-07-22,North,Withdrawal,—,-171.1
474,100321,2024-07-22,West,Deposit,—,88.19
3397,100190,2024-07-22,South,Deposit,—,32.5
3558,100195,2024-07-22,East,Withdrawal,—,-129.08
1995,100145,2024-07-22,East,POS,HomeDepot,-38.85
2848,100426,2024-07-23,North,Transfer,—,-168.49
759,100140,2024-07-23,South,Withdrawal,—,-113.09
818,100194,2024-07-23,South,Transfer,—,25.19
1792,100194,2024-07-23,West,POS,Delta,-94.79
3863,100290,2024-07-23,West,Fee,—,-41.04
3665,100461,2024-07-23,South,Withdrawal,—,-72.22
3127,100486,2024-07-24,South,Withdrawal,—,-99.61
2020,100121,2024-07-24,South,Withdrawal,—,-84.46
1666,100189,2024-07-24,East,Withdrawal,—,-292.58
1779,100407,2024-07-24,South,Transfer,—,-19.85
574,100110,2024-07-24,North,Fee,—,-81.72
60,100256,2024-07-24,North,Transfer,—,174.05
2389,100351,2024-07-24,West,Withdrawal,—,-49.95
2002,100390,2024-07-25,West,Deposit,—,90.6
1903,100204,2024-07-25,South,Withdrawal,—,-105.25
881,100320,2024-07-25,West,Refund,—,90.14
3093,100189,2024-07-25,East,Deposit,—,142.76
782,100125,2024-07-25,North,Withdrawal,—,-142.35
134,100188,2024-07-25,North,Withdrawal,—,-298.85
1862,100359,2024-07-26,West,Withdrawal,—,-97.44
3843,100111,2024-07-26,North,POS,Costco,-34.49
275,100244,2024-07-26,East,Transfer,—,-37.56
1758,100471,2024-07-26,East,Withdrawal,—,-131.14
2212,100465,2024-07-26,North,Transfer,—,-61.28
2314,100355,2024-07-26,South,Withdrawal,—,-114.24
83,100255,2024-07-26,North,Withdrawal,—,-41.8
3546,100111,2024-07-26,East,Withdrawal,—,-91.69
296,100401,2024-07-26,West,Deposit,—,26.22
2301,100284,2024-07-27,South,Deposit,—,78.72
3687,100131,2024-07-27,East,Deposit,—,52.97
3938,100390,2024-07-27,North,Withdrawal,—,-94.76
1318,100431,2024-07-27,South,Withdrawal,—,-18.98
1316,100238,2024-07-27,East,Deposit,—,68.04
2697,100025,2024-07-27,North,POS,Delta,-135.48
1793,100441,2024-07-27,South,POS,Apple,-13.46
3925,100437,2024-07-28,South,Transfer,—,280.49
3321,100210,2024-07-28,East,Withdrawal,—,-62.82
1489,100438,2024-07-28,North,Online,Netflix,-97.1
1182,100338,2024-07-28,West,POS,Google,-400.78
3750,100086,2024-07-28,North,Deposit,—,83.14
1705,100114,2024-07-28,East,Withdrawal,—,-70.25
3220,100150,2024-07-28,South,Withdrawal,—,-76.13
3094,100140,2024-07-28,South,Withdrawal,—,-195.11
1138,100457,2024-07-28,South,Transfer,—,-22.5
2976,100021,2024-07-28,East,Deposit,—,63.53
3733,100124,2024-07-29,North,Withdrawal,—,-130.28
1219,100408,2024-07-29,East,Deposit,—,44.09
2748,100357,2024-07-29,South,POS,Lyft,-37.14
2706,100239,2024-07-29,West,Deposit,—,298.72
3029,100076,2024-07-29,West,Transfer,—,43.17
2559,100230,2024-07-29,West,Withdrawal,—,-56.48
1891,100001,2024-07-29,East,Refund,—,32.14
3063,100427,2024-07-30,South,Online,Netflix,-20.4
705,100022,2024-07-30,North,Deposit,—,92.13
918,100184,2024-07-30,East,Transfer,—,-88.62
986,100354,2024-07-30,South,Withdrawal,—,-157.88
3720,100421,2024-07-31,South,Withdrawal,—,-196.6
2108,100145,2024-07-31,South,Withdrawal,—,-138.3
2835,100305,2024-07-31,South,Online,Uber,-204.4
2647,100128,2024-07-31,South,Withdrawal,—,-338.34
3033,100391,2024-07-31,East,POS,BestBuy,-49.22
2612,100325,2024-07-31,West,Deposit,—,175.92
3344,100069,2024-07-31,West,Online,HomeDepot,-53.31
665,100309,2024-07-31,West,Deposit,—,233.73
1908,100444,2024-07-31,North,Fee,—,-33.61
1043,100395,2024-07-31,West,Transfer,—,-81.64
2940,100246,2024-07-31,North,Transfer,—,-127.21
82,100196,2024-07-31,North,Deposit,—,67.17
2488,100225,2024-07-31,South,Transfer,—,122.1
2486,100009,2024-07-31,South,Withdrawal,—,-189.54
3469,100383,2024-08-01,South,Withdrawal,—,-46.52
2942,100160,2024-08-01,East,Deposit,—,117.34
3550,100326,2024-08-01,West,Withdrawal,—,-174.11
2937,100245,2024-08-01,West,Withdrawal,—,-169.54
2201,100213,2024-08-01,South,Withdrawal,—,-144.81
3685,100441,2024-08-01,South,Withdrawal,—,-176.23
1787,100009,2024-08-01,South,Withdrawal,—,-340.24
1156,100458,2024-08-01,West,Deposit,—,67.22
2535,100444,2024-08-01,East,Deposit,—,43.94
123,100377,2024-08-01,North,Deposit,—,81.67
1808,100433,2024-08-01,North,Withdrawal,—,-46.37
864,100250,2024-08-01,North,POS,Amazon,-64.62
885,100424,2024-08-01,South,Transfer,—,156.39
3855,100277,2024-08-01,North,Deposit,—,35.92
3645,100235,2024-08-01,West,Withdrawal,—,-91.19
3218,100064,2024-08-01,East,Deposit,—,190.9
525,100082,2024-08-02,West,Refund,—,117.45
3627,100046,2024-08-02,North,Withdrawal,—,-70.8
78,100236,2024-08-02,East,Online,Netflix,-138.71
1313,100463,2024-08-02,North,Withdrawal,—,-37.96
1442,100312,2024-08-02,North,POS,Shell,-122.63
393,100378,2024-08-02,South,Withdrawal,—,-100.06
1334,100312,2024-08-02,South,Fee,—,-150.87
3118,100481,2024-08-02,South,Withdrawal,—,-91.2
1566,100405,2024-08-02,East,Withdrawal,—,-136.09
2297,100164,2024-08-02,West,Withdrawal,—,-36.53
1218,100165,2024-08-02,East,Deposit,—,187.64
595,100337,2024-08-02,South,POS,Costco,-52.58
10,100431,2024-08-02,West,Deposit,—,88.84
1468,100039,2024-08-02,North,Transfer,—,140.89
3295,100224,2024-08-02,North,Transfer,—,-113.64
2377,100094,2024-08-03,West,Withdrawal,—,-208.17
1102,100315,2024-08-03,West,Deposit,—,185.04
3899,100326,2024-08-03,West,Online,Netflix,-66.76
3180,100402,2024-08-03,West,POS,Walmart,-11.82
1631,100115,2024-08-03,West,Transfer,—,-83.91
3034,100007,2024-08-03,North,Withdrawal,—,-131.23
1437,100064,2024-08-03,South,Fee,—,-199.38
2025,100316,2024-08-03,North,Withdrawal,—,-70.09
3765,100188,2024-08-03,West,Transfer,—,-288.27
889,100117,2024-08-03,South,Deposit,—,68.78
3515,100284,2024-08-03,South,Refund,—,18.91
118,100045,2024-08-03,North,Withdrawal,—,-45.77
2733,100231,2024-08-03,West,Withdrawal,—,-139.34
1577,100336,2024-08-03,South,Withdrawal,—,-191.0
3716,100277,2024-08-04,South,Withdrawal,—,-41.45
733,100136,2024-08-04,South,POS,Google,-57.29
2584,100371,2024-08-04,North,Deposit,—,152.29
88,100098,2024-08-04,North,Withdrawal,—,-35.86
537,100165,2024-08-04,South,Withdrawal,—,-176.54
2847,100131,2024-08-04,South,Deposit,—,50.0
557,100409,2024-08-04,South,Deposit,—,188.56
1411,100375,2024-08-04,West,Deposit,—,41.45
564,100040,2024-08-04,West,POS,Netflix,-103.05
624,100294,2024-08-04,South,Deposit,—,304.96
2029,100362,2024-08-04,North,Withdrawal,—,-50.46
1804,100174,2024-08-04,West,Deposit,—,64.03
3853,100109,2024-08-04,North,Withdrawal,—,-86.64
70,100040,2024-08-05,West,Withdrawal,—,-349.86
857,100308,2024-08-05,East,Transfer,—,17.75
3224,100426,2024-08-05,East,Online,Target,-27.01
3714,100319,2024-08-05,North,Withdrawal,—,-64.85
2262,100468,2024-08-05,North,Transfer,—,61.86
3866,100384,2024-08-05,East,Fee,—,-97.24
3042,100044,2024-08-05,East,Fee,—,-102.22
130,100279,2024-08-05,South,Transfer,—,-133.83
1558,100424,2024-08-05,East,POS,Netflix,-71.68
475,100413,2024-08-05,North,Deposit,—,104.61
218,100201,2024-08-05,North,Deposit,—,194.19
2882,100016,2024-08-05,West,Fee,—,-211.84
2059,100258,2024-08-05,South,Deposit,—,117.88
1135,100090,2024-08-05,South,Deposit,—,168.53
3521,100151,2024-08-06,East,Refund,—,60.02
3099,100314,2024-08-06,West,Withdrawal,—,-301.86
1698,100432,2024-08-06,North,Deposit,—,206.66
2477,100473,2024-08-06,East,Withdrawal,—,-176.36
1357,100433,2024-08-06,East,Fee,—,-86.33
2687,100341,2024-08-06,North,Withdrawal,—,-165.11
1913,100093,2024-08-07,East,Withdrawal,—,-107.11
2988,100350,2024-08-07,West,Deposit,—,56.93
643,100167,2024-08-07,North,Fee,—,-77.1
967,100481,2024-08-07,East,POS,Delta,-100.3
332,100146,2024-08-07,West,Deposit,—,43.94
209,100212,2024-08-07,West,Deposit,—,82.07
706,100152,2024-08-07,West,POS,Airbnb,-119.72
469,100107,2024-08-07,South,Deposit,—,49.99
2080,100285,2024-08-07,North,Withdrawal,—,-164.19
2202,100172,2024-08-07,South,Deposit,—,63.12
2571,100045,2024-08-07,South,Transfer,—,-201.67
2839,100160,2024-08-07,East,Deposit,—,77.19
698,100128,2024-08-07,North,Transfer,—,142.77
2841,100235,2024-08-07,South,Transfer,—,-149.23
2730,100219,2024-08-08,West,Withdrawal,—,-55.56
2510,100339,2024-08-08,West,Deposit,—,52.53
3632,100487,2024-08-08,West,Withdrawal,—,-35.9
2458,100332,2024-08-08,South,POS,Amazon,-71.15
1883,100442,2024-08-08,East,POS,Netflix,-110.85
2131,100336,2024-08-08,South,Withdrawal,—,-47.12
596,100093,2024-08-08,North,POS,Apple,-115.13
3930,100401,2024-08-09,East,Withdrawal,—,-71.6
1691,100420,2024-08-09,East,Online,Google,-126.04
145,100432,2024-08-09,West,Deposit,—,180.28
2619,100218,2024-08-09,North,Transfer,—,-62.43
776,100093,2024-08-09,East,Deposit,—,119.56
1301,100473,2024-08-09,North,Deposit,—,131.31
3566,100282,2024-08-09,West,Withdrawal,—,-98.1
1778,100249,2024-08-09,North,Withdrawal,—,-160.22
1235,100132,2024-08-09,North,Online,Amazon,-58.98
3829,100285,2024-08-09,East,Deposit,—,140.26
3148,100110,2024-08-09,South,Online,Airbnb,-121.75
481,100206,2024-08-09,North,Deposit,—,69.78
1678,100272,2024-08-10,East,Deposit,—,103.88
2703,100019,2024-08-10,East,Transfer,—,-108.59
3012,100377,2024-08-10,East,Online,HomeDepot,-29.81
575,100479,2024-08-10,West,POS,Costco,-139.46
1848,100069,2024-08-10,West,POS,Shell,-162.73
3929,100210,2024-08-10,East,Transfer,—,145.21
964,100347,2024-08-10,East,Transfer,—,189.69
2034,100163,2024-08-10,South,Withdrawal,—,-74.95
1470,100217,2024-08-10,West,Deposit,—,88.84
355,100450,2024-08-10,West,POS,Amazon,-114.09
2573,100014,2024-08-10,East,Online,Amazon,-90.78
1276,100130,2024-08-10,North,Withdrawal,—,-51.74
491,100099,2024-08-10,South,Transfer,—,121.23
3348,100490,2024-08-10,North,Transfer,—,237.47
591,100313,2024-08-10,North,Transfer,—,48.38
551,100270,2024-08-11,East,Deposit,—,28.09
3917,100484,2024-08-11,West,POS,Walmart,-166.95
2117,100005,2024-08-11,West,Transfer,—,14.06
726,100313,2024-08-11,East,Withdrawal,—,-118.42
1670,100231,2024-08-11,South,Refund,—,81.48
3833,100211,2024-08-11,South,Deposit,—,80.85
1687,100389,2024-08-11,North,Withdrawal,—,-63.75
2680,100440,2024-08-11,North,Transfer,—,170.53
212,100455,2024-08-11,West,Withdrawal,—,-121.1
1617,100220,2024-08-11,West,Deposit,—,233.24
684,100496,2024-08-11,North,Withdrawal,—,-61.97
1216,100169,2024-08-11,East,Withdrawal,—,-60.67
3436,100433,2024-08-11,East,Deposit,—,40.54
2634,100412,2024-08-11,South,Online,Apple,-73.13
1315,100442,2024-08-11,East,Withdrawal,—,-148.53
3309,100152,2024-08-12,North,Withdrawal,—,-231.23
175,100178,2024-08-12,East,Transfer,—,-245.28
3096,100333,2024-08-12,West,Withdrawal,—,-49.23
1939,100425,2024-08-12,South,Transfer,—,-146.77
3535,100089,2024-08-12,South,Refund,—,153.01
186,100452,2024-08-12,North,Withdrawal,—,-280.01
1068,100268,2024-08-12,West,POS,Google,-185.09
987,100484,2024-08-12,South,Transfer,—,-58.4
1825,100472,2024-08-12,South,Withdrawal,—,-31.37
3852,100206,2024-08-12,West,Online,Apple,-172.06
213,100240,2024-08-12,West,Withdrawal,—,-47.63
1595,100314,2024-08-13,South,Deposit,—,138.45
